action_step,prediction,pre_right_tcp_to_contact0_m,post_right_tcp_to_contact0_m,pre_right_tcp_to_cup_center_m,post_right_tcp_to_cup_center_m,pre_cup_z_m,post_cup_z_m,pre_right_gripper_cmd,post_right_gripper_cmd,pre_contact_count,post_contact_count
1,1,0.2670410668844331,0.2668935072674656,0.3272132598044505,0.3270376153632206,0.7399791479110718,0.7399791479110718,1.0,1.0,0,0
2,2,0.2668935072674656,0.2668403388461994,0.3270376153632206,0.3269747122457372,0.7399791479110718,0.7399791479110718,1.0,1.0,0,0
3,3,0.2668403388461994,0.26665191205789285,0.3269747122457372,0.3267510061540974,0.7399791479110718,0.7399791479110718,1.0,1.0,0,0
4,4,0.26665191205789285,0.2670437997010174,0.3267510061540974,0.32721505582185945,0.7399791479110718,0.7399791479110718,1.0,0.9990451335906982,0,0
5,5,0.2670437997010174,0.2670562182473108,0.32721505582185945,0.3272302095958059,0.7399791479110718,0.7399791479110718,0.9990451335906982,1.0,0,0
6,6,0.2670562182473108,0.26700465243256094,0.3272302095958059,0.3271683482304413,0.7399791479110718,0.7399791479110718,1.0,1.0,0,0
7,7,0.26700465243256094,0.2659059674085725,0.3271683482304413,0.32577936800510315,0.7399791479110718,0.7399791479110718,1.0,0.9567365646362305,0,0
8,8,0.2659059674085725,0.2653762671980203,0.32577936800510315,0.3251257245107642,0.7399791479110718,0.7399791479110718,0.9567365646362305,0.9298152327537537,0,0
9,9,0.2653762671980203,0.26570861905172327,0.3251257245107642,0.32557155332732995,0.7399791479110718,0.7399791479110718,0.9298152327537537,0.9051007032394409,0,0
10,10,0.26570861905172327,0.2652968476214668,0.32557155332732995,0.32508359141108234,0.7399791479110718,0.7399791479110718,0.9051007032394409,0.873965322971344,0,0
11,11,0.2652968476214668,0.264981017633822,0.32508359141108234,0.32468911506969067,0.7399791479110718,0.7399791479110718,0.873965322971344,0.8453657627105713,0,0
12,12,0.264981017633822,0.26445480667460347,0.32468911506969067,0.3240171885139998,0.7399791479110718,0.7399791479110718,0.8453657627105713,0.8169733285903931,0,0
13,13,0.26445480667460347,0.2644651014329396,0.3240171885139998,0.32406536722496027,0.7399791479110718,0.7399791479110718,0.8169733285903931,0.7888853549957275,0,0
14,14,0.2644651014329396,0.264410505244634,0.32406536722496027,0.32398119804334446,0.7399791479110718,0.7399791479110718,0.7888853549957275,0.7600196599960327,0,0
15,15,0.264410505244634,0.2644005352993777,0.32398119804334446,0.3239858765826607,0.7399791479110718,0.7399791479110718,0.7600196599960327,0.7307132482528687,0,0
16,16,0.2644005352993777,0.26437652441777976,0.3239858765826607,0.3239846183291304,0.7399791479110718,0.7399791479110718,0.7307132482528687,0.7003582715988159,0,0
17,17,0.26437652441777976,0.26361136048471207,0.3239846183291304,0.3230235914299273,0.7399791479110718,0.7399791479110718,0.7003582715988159,0.6681585311889648,0,0
18,18,0.26361136048471207,0.26415341807557485,0.3230235914299273,0.323721857458837,0.7399791479110718,0.7399791479110718,0.6681585311889648,0.6412855386734009,0,0
19,19,0.26415341807557485,0.26483809330803065,0.323721857458837,0.3245456349275552,0.7399791479110718,0.7399791479110718,0.6412855386734009,0.6448390483856201,0,0
20,20,0.26483809330803065,0.26715777396323204,0.3245456349275552,0.32770069210546243,0.7399791479110718,0.7399791479110718,0.6448390483856201,0.6422179937362671,0,0
21,21,0.26715777396323204,0.26933810965360244,0.32770069210546243,0.33076757849913807,0.7399791479110718,0.7399791479110718,0.6422179937362671,0.6392596960067749,0,0
22,22,0.26933810965360244,0.27203247918530293,0.33076757849913807,0.3345075362467224,0.7399791479110718,0.7399791479110718,0.6392596960067749,0.6422305107116699,0,0
23,23,0.27203247918530293,0.2741949167933074,0.3345075362467224,0.3377629952687536,0.7399791479110718,0.7399791479110718,0.6422305107116699,0.6432544589042664,0,0
24,24,0.2741949167933074,0.2752368392022345,0.3377629952687536,0.33968369552736466,0.7399791479110718,0.7399791479110718,0.6432544589042664,0.6452115774154663,0,0
25,25,0.2752368392022345,0.27659249153340404,0.33968369552736466,0.3422326077020271,0.7399791479110718,0.7399791479110718,0.6452115774154663,0.6477873921394348,0,0
26,26,0.27659249153340404,0.275322806704038,0.3422326077020271,0.3416284878369653,0.7399791479110718,0.7399791479110718,0.6477873921394348,0.6515765190124512,0,0
27,27,0.275322806704038,0.2729313682838685,0.3416284878369653,0.3398324246492932,0.7399791479110718,0.7399791479110718,0.6515765190124512,0.653075098991394,0,0
28,28,0.2729313682838685,0.269790755390867,0.3398324246492932,0.3372367054888724,0.7399791479110718,0.7399791479110718,0.653075098991394,0.6557837128639221,0,0
29,29,0.269790755390867,0.265713974047063,0.3372367054888724,0.33360661176009754,0.7399791479110718,0.7399791479110718,0.6557837128639221,0.6558629870414734,0,0
30,30,0.265713974047063,0.2607856900068651,0.33360661176009754,0.328998233118199,0.7399791479110718,0.7399791479110718,0.6558629870414734,0.6558189392089844,0,0
31,31,0.2607856900068651,0.25514369248472024,0.328998233118199,0.32326118562768796,0.7399791479110718,0.7399791479110718,0.6558189392089844,0.6557891368865967,0,0
32,32,0.25514369248472024,0.24962465484829552,0.32326118562768796,0.3179110927244197,0.7399791479110718,0.7399791479110718,0.6557891368865967,0.6551589369773865,0,0
33,33,0.24962465484829552,0.2439849000431577,0.3179110927244197,0.3123278791336118,0.7399791479110718,0.7399791479110718,0.6551589369773865,0.6536300778388977,0,0
34,34,0.2439849000431577,0.2375106049839217,0.3123278791336118,0.3058248642591607,0.7399791479110718,0.7399791479110718,0.6536300778388977,0.6517316102981567,0,0
35,35,0.2375106049839217,0.23126189991635832,0.3058248642591607,0.29939637242953665,0.7399791479110718,0.7399791479110718,0.6517316102981567,0.6492565274238586,0,0
36,36,0.23126189991635832,0.2244745719436111,0.29939637242953665,0.29260320592219374,0.7399791479110718,0.7399791479110718,0.6492565274238586,0.6471097469329834,0,0
37,37,0.2244745719436111,0.21734014616438554,0.29260320592219374,0.2855451670106139,0.7399791479110718,0.7399791479110718,0.6471097469329834,0.6436998844146729,0,0
38,38,0.21734014616438554,0.21006933098288125,0.2855451670106139,0.27915869907549357,0.7399791479110718,0.7399791479110718,0.6436998844146729,0.6415334343910217,0,0
39,39,0.21006933098288125,0.2011091716776365,0.27915869907549357,0.2703647796718213,0.7399791479110718,0.7399791479110718,0.6415334343910217,0.6386880874633789,0,0
40,40,0.2011091716776365,0.19245404565324523,0.2703647796718213,0.26268806631252084,0.7399791479110718,0.7399791479110718,0.6386880874633789,0.6359740495681763,0,0
41,41,0.19245404565324523,0.1824465256004675,0.26268806631252084,0.25392022273801723,0.7399791479110718,0.7399791479110718,0.6359740495681763,0.6343346834182739,0,0
42,42,0.1824465256004675,0.17379837537760212,0.25392022273801723,0.24665404851238215,0.7399791479110718,0.7399791479110718,0.6343346834182739,0.6335044503211975,0,0
43,43,0.17379837537760212,0.1629289182528432,0.24665404851238215,0.23772976644946112,0.7399791479110718,0.7399791479110718,0.6335044503211975,0.6318084001541138,0,0
44,44,0.1629289182528432,0.15189622415401122,0.23772976644946112,0.22887548979371491,0.7399791479110718,0.7399791479110718,0.6318084001541138,0.6304811835289001,0,0
45,45,0.15189622415401122,0.1423390123142199,0.22887548979371491,0.22241714615695635,0.7399791479110718,0.7399791479110718,0.6304811835289001,0.6296265125274658,0,0
46,46,0.1423390123142199,0.13292164252863253,0.22241714615695635,0.21585515728613308,0.7399791479110718,0.7399791479110718,0.6296265125274658,0.6301689147949219,0,0
47,47,0.13292164252863253,0.12590773531925356,0.21585515728613308,0.2115111218769191,0.7399791479110718,0.7399791479110718,0.6301689147949219,0.628117024898529,0,0
48,48,0.12590773531925356,0.12039407231882596,0.2115111218769191,0.20870970857496055,0.7399791479110718,0.7399791479110718,0.628117024898529,0.6269303560256958,0,0
49,49,0.12039407231882596,0.11514498155848205,0.20870970857496055,0.20511554400722887,0.7399791479110718,0.7399791479110718,0.6269303560256958,0.6271772980690002,0,0
50,50,0.11514498155848205,0.11123655779064918,0.20511554400722887,0.2026541735999961,0.7399791479110718,0.7399791479110718,0.6271772980690002,0.6280745267868042,0,0
51,51,0.11123655779064918,0.10848725240982468,0.2026541735999961,0.20074387551101125,0.7399791479110718,0.7399791479110718,0.6280745267868042,0.6288204193115234,0,0
52,52,0.10848725240982468,0.10396763804936453,0.20074387551101125,0.19660145042202784,0.7399791479110718,0.7399791479110718,0.6288204193115234,0.6291948556900024,0,0
53,53,0.10396763804936453,0.10251654720697237,0.19660145042202784,0.19529185841941837,0.7399791479110718,0.7399791479110718,0.6291948556900024,0.6309782266616821,0,0
54,54,0.10251654720697237,0.10111339706350002,0.19529185841941837,0.1939324889501542,0.7399791479110718,0.7399791479110718,0.6309782266616821,0.6318255662918091,0,0
55,55,0.10111339706350002,0.09911263171619537,0.1939324889501542,0.19196515237138173,0.7399791479110718,0.7399791479110718,0.6318255662918091,0.633525013923645,0,0
56,56,0.09911263171619537,0.09671570475384807,0.19196515237138173,0.18953805374932173,0.7399791479110718,0.7399791479110718,0.633525013923645,0.6354614496231079,0,0
57,57,0.09671570475384807,0.09472365266164418,0.18953805374932173,0.1875061322017398,0.7399791479110718,0.7399791479110718,0.6354614496231079,0.6375609636306763,0,0
58,58,0.09472365266164418,0.09042692411325778,0.1875061322017398,0.1831818921803158,0.7399791479110718,0.7399791479110718,0.6375609636306763,0.6392727494239807,0,0
59,59,0.09042692411325778,0.08598184363245534,0.1831818921803158,0.17868257830541476,0.7399791479110718,0.7399791479110718,0.6392727494239807,0.6426296234130859,0,0
60,60,0.08598184363245534,0.0850307457459084,0.17868257830541476,0.17758423672718626,0.7399791479110718,0.7399791479110718,0.6426296234130859,0.6454893350601196,0,0
61,61,0.0850307457459084,0.08394349230636917,0.17758423672718626,0.1763290373258119,0.7399791479110718,0.7399791479110718,0.6454893350601196,0.6489849090576172,0,0
62,62,0.08394349230636917,0.07724954966672264,0.1763290373258119,0.169567505632186,0.7399791479110718,0.7399791479110718,0.6489849090576172,0.6535210609436035,0,0
63,63,0.07724954966672264,0.0771008746991748,0.169567505632186,0.16901479581497225,0.7399791479110718,0.7399791479110718,0.6535210609436035,0.6612758040428162,0,0
64,64,0.0771008746991748,0.07600339507129608,0.16901479581497225,0.16755619383541853,0.7399791479110718,0.7399791479110718,0.6612758040428162,0.6677579879760742,0,0
65,65,0.07600339507129608,0.06256061130763425,0.16755619383541853,0.154168518195364,0.7399791479110718,0.7399791479110718,0.6677579879760742,0.6761167049407959,0,0
66,66,0.06256061130763425,0.04325496851908846,0.154168518195364,0.1347508482494215,0.7399791479110718,0.7399791479110718,0.6761167049407959,0.6858711242675781,0,5
67,67,0.04325496851908846,0.030814081944866695,0.1347508482494215,0.12184681943606158,0.7399791479110718,0.7399791479110718,0.6858711242675781,0.6978787779808044,5,18
68,68,0.030814081944866695,0.02057200355342682,0.12184681943606158,0.11002779951063713,0.7399791479110718,0.7399791479110718,0.6978787779808044,0.7135906219482422,18,16
69,69,0.02057200355342682,0.016187037888176613,0.11002779951063713,0.10258344560199367,0.7399791479110718,0.7399791479110718,0.7135906219482422,0.7283491492271423,16,11
70,70,0.016187037888176613,0.016011170904793218,0.10258344560199367,0.09709918492895966,0.7399791479110718,0.7399791479110718,0.7283491492271423,0.7423089742660522,11,22
71,71,0.016011170904793218,0.017957157373663428,0.09709918492895966,0.09439167873749317,0.7399791479110718,0.7399791479110718,0.7423089742660522,0.7637921571731567,22,24
72,72,0.017957157373663428,0.019934809348180756,0.09439167873749317,0.09502722620146345,0.7399791479110718,0.7399791479110718,0.7637921571731567,0.7752387523651123,24,25
73,73,0.019934809348180756,0.022529870698331414,0.09502722620146345,0.09768559566965884,0.7399791479110718,0.7399791479110718,0.7752387523651123,0.7808922529220581,25,23
74,74,0.022529870698331414,0.023108733042873766,0.09768559566965884,0.09739194089755249,0.7399791479110718,0.7403263449668884,0.7808922529220581,0.8078901767730713,23,23
75,75,0.023108733042873766,0.02293777349146922,0.09739194089755249,0.09644676805847688,0.7403263449668884,0.7410936951637268,0.8078901767730713,0.8356612920761108,23,22
76,76,0.02293777349146922,0.024495952519412133,0.09644676805847688,0.09807263103705405,0.7410936951637268,0.7415097951889038,0.8356612920761108,0.8514144420623779,22,24
77,77,0.024495952519412133,0.02353886638008562,0.09807263103705405,0.09667212457744218,0.7415097951889038,0.74273282289505,0.8514144420623779,0.8710685968399048,24,25
78,78,0.02353886638008562,0.023023640545873116,0.09667212457744218,0.09587514511627775,0.74273282289505,0.7442137598991394,0.8710685968399048,0.8855868577957153,25,28
79,79,0.023023640545873116,0.02289195176689667,0.09587514511627775,0.09626129767279776,0.7442137598991394,0.7450848817825317,0.8855868577957153,0.8995621204376221,28,30
80,80,0.02289195176689667,0.02459343254778258,0.09626129767279776,0.0983258788566751,0.7450848817825317,0.7458229064941406,0.8995621204376221,0.9076303243637085,30,31
81,81,0.02459343254778258,0.02609389201734032,0.0983258788566751,0.09974766070248384,0.7458229064941406,0.7467064261436462,0.9076303243637085,0.9155584573745728,31,32
82,82,0.02609389201734032,0.027625218035514355,0.09974766070248384,0.10053288179303475,0.7467064261436462,0.7476024627685547,0.9155584573745728,0.9214580059051514,32,36
83,83,0.027625218035514355,0.03685951410028392,0.10053288179303475,0.11143498434654717,0.7476024627685547,0.7467875480651855,0.9214580059051514,0.92138671875,36,34
84,84,0.03685951410028392,0.06140036754029071,0.11143498434654717,0.12778746247339332,0.7467875480651855,0.7417855262756348,0.92138671875,0.9210289716720581,34,21
85,85,0.06140036754029071,0.08133418000107384,0.12778746247339332,0.13352233686472542,0.7417855262756348,0.7429972290992737,0.9210289716720581,0.9225243330001831,21,1
86,86,0.08133418000107384,0.07140874030406895,0.13352233686472542,0.14070575664455137,0.7429972290992737,0.742411196231842,0.9225243330001831,0.9221142530441284,1,4
87,87,0.07140874030406895,0.0767181523110773,0.14070575664455137,0.14676345515135575,0.742411196231842,0.7423951625823975,0.9221142530441284,0.9238076210021973,4,7
88,88,0.0767181523110773,0.09291892864103711,0.14676345515135575,0.15361094499882877,0.7423951625823975,0.7405127882957458,0.9238076210021973,0.9239146709442139,7,0
89,89,0.09291892864103711,0.09418722220133388,0.15361094499882877,0.15664440694005857,0.7405127882957458,0.7400699853897095,0.9239146709442139,0.925550103187561,0,0
90,90,0.09418722220133388,0.09667674369290821,0.15664440694005857,0.15785726398611993,0.7400699853897095,0.7399893403053284,0.925550103187561,0.9264588356018066,0,0
91,91,0.09667674369290821,0.09847988261762246,0.15785726398611993,0.1585215639201111,0.7399893403053284,0.7399795651435852,0.9264588356018066,0.9311864376068115,0,0
92,92,0.09847988261762246,0.09971898455466084,0.1585215639201111,0.15884860763801062,0.7399795651435852,0.7399795651435852,0.9311864376068115,0.9320943355560303,0,0
93,93,0.09971898455466084,0.10007510546657133,0.15884860763801062,0.15845013577489855,0.7399795651435852,0.7399795651435852,0.9320943355560303,0.9357537031173706,0,0
94,94,0.10007510546657133,0.10194356409788287,0.15845013577489855,0.15936342317923008,0.7399795651435852,0.7399795651435852,0.9357537031173706,0.9380339980125427,0,0
95,95,0.10194356409788287,0.10257139498806753,0.15936342317923008,0.15845439470862963,0.7399795651435852,0.7399795651435852,0.9380339980125427,0.9427360892295837,0,0
96,96,0.10257139498806753,0.1035948773171939,0.15845439470862963,0.15840530643427095,0.7399795651435852,0.7399795651435852,0.9427360892295837,0.9461734890937805,0,0
97,97,0.1035948773171939,0.10289069820376599,0.15840530643427095,0.15654563645258499,0.7399795651435852,0.7399795651435852,0.9461734890937805,0.951094388961792,0,0
98,98,0.10289069820376599,0.10188045793998018,0.15654563645258499,0.15408539727045562,0.7399795651435852,0.7399795651435852,0.951094388961792,0.9550769329071045,0,0
99,99,0.10188045793998018,0.10032580653250224,0.15408539727045562,0.150991285862235,0.7399795651435852,0.7399791479110718,0.9550769329071045,0.9607114195823669,0,5
100,100,0.10032580653250224,0.10041597487964947,0.150991285862235,0.15044410409766723,0.7399791479110718,0.7399791479110718,0.9607114195823669,0.9649927616119385,5,4
101,101,0.10041597487964947,0.10124915135669947,0.15044410409766723,0.15136761238158716,0.7399791479110718,0.7399791479110718,0.9649927616119385,0.9668911099433899,4,3
102,102,0.10124915135669947,0.10191571871462983,0.15136761238158716,0.15206853987098168,0.7399791479110718,0.7399791479110718,0.9668911099433899,0.9689726233482361,3,2
103,103,0.10191571871462983,0.1024508072205595,0.15206853987098168,0.15251102775461137,0.7399791479110718,0.7399791479110718,0.9689726233482361,0.9712563753128052,2,2
104,104,0.1024508072205595,0.10345858961804956,0.15251102775461137,0.1537353875283983,0.7399791479110718,0.7399791479110718,0.9712563753128052,0.972131609916687,2,0
105,105,0.10345858961804956,0.10457757605573538,0.1537353875283983,0.1551109535220732,0.7399791479110718,0.7399791479110718,0.972131609916687,0.9739309549331665,0,0
106,106,0.10457757605573538,0.10536759983029825,0.1551109535220732,0.15603522376775256,0.7399791479110718,0.7399791479110718,0.9739309549331665,0.9748721122741699,0,0
107,107,0.10536759983029825,0.10598669153655566,0.15603522376775256,0.15642718915271875,0.7399791479110718,0.7399791479110718,0.9748721122741699,0.9756089448928833,0,0
108,108,0.10598669153655566,0.10629700315046452,0.15642718915271875,0.15652751339144264,0.7399791479110718,0.7399791479110718,0.9756089448928833,0.9756343364715576,0,0
109,109,0.10629700315046452,0.10681375974298932,0.15652751339144264,0.15670649693803493,0.7399791479110718,0.7399791479110718,0.9756343364715576,0.977242112159729,0,0
