action_step,prediction,pre_right_tcp_to_contact0_m,post_right_tcp_to_contact0_m,pre_right_tcp_to_cup_center_m,post_right_tcp_to_cup_center_m,pre_cup_z_m,post_cup_z_m,pre_right_gripper_cmd,post_right_gripper_cmd,pre_contact_count,post_contact_count
1,1,0.2301594623793612,0.23035210553206467,0.29370205402168226,0.2939429514576949,0.7399791479110718,0.7399791479110718,1.0,0.9791951179504395,0,0
2,1,0.23035210553206467,0.2301324726610179,0.2939429514576949,0.29366854122134356,0.7399791479110718,0.7399791479110718,0.9791951179504395,0.9493581652641296,0,0
3,1,0.2301324726610179,0.23036196194844458,0.29366854122134356,0.2939551076863544,0.7399791479110718,0.7399791479110718,0.9493581652641296,0.9181619882583618,0,0
4,1,0.23036196194844458,0.23034937537976857,0.2939551076863544,0.29393649966652396,0.7399791479110718,0.7399791479110718,0.9181619882583618,0.8874993324279785,0,0
5,1,0.23034937537976857,0.23039820090576882,0.29393649966652396,0.2940007437373899,0.7399791479110718,0.7399791479110718,0.8874993324279785,0.8571394681930542,0,0
6,1,0.23039820090576882,0.23014248517191502,0.2940007437373899,0.2936804201139061,0.7399791479110718,0.7399791479110718,0.8571394681930542,0.8275774121284485,0,0
7,2,0.23014248517191502,0.22973296587925368,0.2936804201139061,0.2931872993004902,0.7399791479110718,0.7399791479110718,0.8275774121284485,0.7787871360778809,0,0
8,2,0.22973296587925368,0.22959653325954213,0.2931872993004902,0.2930138818244179,0.7399791479110718,0.7399791479110718,0.7787871360778809,0.7486799955368042,0,0
9,2,0.22959653325954213,0.22975768259082402,0.2930138818244179,0.2932027844472091,0.7399791479110718,0.7399791479110718,0.7486799955368042,0.7199664115905762,0,0
10,2,0.22975768259082402,0.22960559946138703,0.2932027844472091,0.2930318908517571,0.7399791479110718,0.7399791479110718,0.7199664115905762,0.6909558773040771,0,0
11,2,0.22960559946138703,0.2294688628052488,0.2930318908517571,0.2929054440014258,0.7399791479110718,0.7399791479110718,0.6909558773040771,0.662280797958374,0,0
