action_step,prediction,pre_right_tcp_to_contact0_m,post_right_tcp_to_contact0_m,pre_right_tcp_to_cup_center_m,post_right_tcp_to_cup_center_m,pre_cup_z_m,post_cup_z_m,pre_right_gripper_cmd,post_right_gripper_cmd,pre_contact_count,post_contact_count
1,1,0.17574822425958822,0.1747781914561675,0.258101627150461,0.2570587876117977,0.7399791479110718,0.7399791479110718,1.0,0.9722301959991455,0,0
2,1,0.1747781914561675,0.1746420037160561,0.2570587876117977,0.2568878778565237,0.7399791479110718,0.7399791479110718,0.9722301959991455,0.9427713751792908,0,0
3,1,0.1746420037160561,0.17472400532013024,0.2568878778565237,0.25702230041799445,0.7399791479110718,0.7399791479110718,0.9427713751792908,0.9127559661865234,0,0
4,1,0.17472400532013024,0.17482876154570384,0.25702230041799445,0.2571309006801424,0.7399791479110718,0.7399791479110718,0.9127559661865234,0.8822881579399109,0,0
5,1,0.17482876154570384,0.17517480366259466,0.2571309006801424,0.2574917360329708,0.7399791479110718,0.7399791479110718,0.8822881579399109,0.8532305359840393,0,0
6,1,0.17517480366259466,0.17471499986104405,0.2574917360329708,0.25697392244140826,0.7399791479110718,0.7399791479110718,0.8532305359840393,0.8242166042327881,0,0
7,2,0.17471499986104405,0.17309172586606844,0.25697392244140826,0.2551926567120673,0.7399791479110718,0.7399791479110718,0.8242166042327881,0.7784887552261353,0,0
8,2,0.17309172586606844,0.17305980289480224,0.2551926567120673,0.25516413991298836,0.7399791479110718,0.7399791479110718,0.7784887552261353,0.7486152648925781,0,0
9,2,0.17305980289480224,0.17254161109729682,0.25516413991298836,0.25458933536161926,0.7399791479110718,0.7399791479110718,0.7486152648925781,0.7201905250549316,0,0
10,2,0.17254161109729682,0.1731436958850061,0.25458933536161926,0.2552850494088328,0.7399791479110718,0.7399791479110718,0.7201905250549316,0.6904128193855286,0,0
11,2,0.1731436958850061,0.17258531416339534,0.2552850494088328,0.25465975677465613,0.7399791479110718,0.7399791479110718,0.6904128193855286,0.6613404750823975,0,0
12,2,0.17258531416339534,0.17271043424155968,0.25465975677465613,0.254828323998556,0.7399791479110718,0.7399791479110718,0.6613404750823975,0.6324256658554077,0,0
13,3,0.17271043424155968,0.17172019653766762,0.254828323998556,0.2537557406311671,0.7399791479110718,0.7399791479110718,0.6324256658554077,0.6315933465957642,0,0
14,3,0.17172019653766762,0.17195455122497302,0.2537557406311671,0.2541040923334055,0.7399791479110718,0.7399791479110718,0.6315933465957642,0.6303552389144897,0,0
15,3,0.17195455122497302,0.17295113215570657,0.2541040923334055,0.255367485314251,0.7399791479110718,0.7399791479110718,0.6303552389144897,0.6302496790885925,0,0
16,3,0.17295113215570657,0.1733914024876092,0.255367485314251,0.25604450091251685,0.7399791479110718,0.7399791479110718,0.6302496790885925,0.6293436884880066,0,0
17,3,0.1733914024876092,0.1729356385825392,0.25604450091251685,0.25575994078400077,0.7399791479110718,0.7399791479110718,0.6293436884880066,0.6271692514419556,0,0
18,3,0.1729356385825392,0.1739485377177935,0.25575994078400077,0.25718178549962634,0.7399791479110718,0.7399791479110718,0.6271692514419556,0.6255075335502625,0,0
19,4,0.1739485377177935,0.1739872833845444,0.25718178549962634,0.2579961098554391,0.7399791479110718,0.7399791479110718,0.6255075335502625,0.6304979920387268,0,0
20,4,0.1739872833845444,0.17317339965384626,0.2579961098554391,0.25774267327611006,0.7399791479110718,0.7399791479110718,0.6304979920387268,0.6302630305290222,0,0
21,4,0.17317339965384626,0.17254192236009902,0.25774267327611006,0.25786532850892685,0.7399791479110718,0.7399791479110718,0.6302630305290222,0.6306031942367554,0,0
22,4,0.17254192236009902,0.17000423721363997,0.25786532850892685,0.25600616793465436,0.7399791479110718,0.7399791479110718,0.6306031942367554,0.6284571290016174,0,0
