action_step,prediction,pre_right_tcp_to_contact0_m,post_right_tcp_to_contact0_m,pre_right_tcp_to_cup_center_m,post_right_tcp_to_cup_center_m,pre_cup_z_m,post_cup_z_m,pre_right_gripper_cmd,post_right_gripper_cmd,pre_contact_count,post_contact_count
1,1,0.2670410668844331,0.2668935072674656,0.3272132598044505,0.3270376153632206,0.7399791479110718,0.7399791479110718,1.0,1.0,0,0
2,1,0.2668935072674656,0.26683807832065853,0.3270376153632206,0.3269722242003913,0.7399791479110718,0.7399791479110718,1.0,0.974855899810791,0,0
3,1,0.26683807832065853,0.2667800310052478,0.3269722242003913,0.3269026674040609,0.7399791479110718,0.7399791479110718,0.974855899810791,0.9459705948829651,0,0
4,1,0.2667800310052478,0.26709020292430935,0.3269026674040609,0.3272701713076145,0.7399791479110718,0.7399791479110718,0.9459705948829651,0.9191850423812866,0,0
5,1,0.26709020292430935,0.26707949281514703,0.3272701713076145,0.3272577035811481,0.7399791479110718,0.7399791479110718,0.9191850423812866,0.89028400182724,0,0
6,1,0.26707949281514703,0.26719048591643296,0.3272577035811481,0.32738818950414383,0.7399791479110718,0.7399791479110718,0.89028400182724,0.8624976277351379,0,0
7,2,0.26719048591643296,0.2664917296112032,0.32738818950414383,0.32653379894127554,0.7399791479110718,0.7399791479110718,0.8624976277351379,0.8147421479225159,0,0
8,2,0.2664917296112032,0.26697039989165666,0.32653379894127554,0.3271631743813827,0.7399791479110718,0.7399791479110718,0.8147421479225159,0.7857507467269897,0,0
9,2,0.26697039989165666,0.2667243016254566,0.3271631743813827,0.32685880417745167,0.7399791479110718,0.7399791479110718,0.7857507467269897,0.7553309202194214,0,0
10,2,0.2667243016254566,0.2665675621132484,0.32685880417745167,0.3266801171676026,0.7399791479110718,0.7399791479110718,0.7553309202194214,0.7273503541946411,0,0
11,2,0.2665675621132484,0.26663162038720406,0.3266801171676026,0.32677049497765076,0.7399791479110718,0.7399791479110718,0.7273503541946411,0.70008784532547,0,0
12,2,0.26663162038720406,0.2665869924827829,0.32677049497765076,0.3267489753602295,0.7399791479110718,0.7399791479110718,0.70008784532547,0.671054482460022,0,0
13,3,0.2665869924827829,0.26554027536359476,0.3267489753602295,0.32538034685658523,0.7399791479110718,0.7399791479110718,0.671054482460022,0.644214391708374,0,0
14,3,0.26554027536359476,0.26592841436728837,0.32538034685658523,0.3259018110383397,0.7399791479110718,0.7399791479110718,0.644214391708374,0.6417471170425415,0,0
15,3,0.26592841436728837,0.26664270278759905,0.3259018110383397,0.32684668675261686,0.7399791479110718,0.7399791479110718,0.6417471170425415,0.6427658796310425,0,0
16,3,0.26664270278759905,0.2672299276319607,0.32684668675261686,0.32765667190957465,0.7399791479110718,0.7399791479110718,0.6427658796310425,0.6419922113418579,0,0
17,3,0.2672299276319607,0.26809737615751766,0.32765667190957465,0.32886013350821164,0.7399791479110718,0.7399791479110718,0.6419922113418579,0.6388144493103027,0,0
18,3,0.26809737615751766,0.2686328411255548,0.32886013350821164,0.3297044041856207,0.7399791479110718,0.7399791479110718,0.6388144493103027,0.637292742729187,0,0
19,4,0.2686328411255548,0.2723162543437232,0.3297044041856207,0.3348141791786545,0.7399791479110718,0.7399791479110718,0.637292742729187,0.6382102370262146,0,0
20,4,0.2723162543437232,0.2732993122369556,0.3348141791786545,0.33659834796057087,0.7399791479110718,0.7399791479110718,0.6382102370262146,0.6399691700935364,0,0
21,4,0.2732993122369556,0.2749264063127981,0.33659834796057087,0.3392479467488425,0.7399791479110718,0.7399791479110718,0.6399691700935364,0.6407617926597595,0,0
22,4,0.2749264063127981,0.2740618718090247,0.3392479467488425,0.33911474966957994,0.7399791479110718,0.7399791479110718,0.6407617926597595,0.6390650272369385,0,0
23,4,0.2740618718090247,0.27341620692624635,0.33911474966957994,0.33944617308812336,0.7399791479110718,0.7399791479110718,0.6390650272369385,0.6378918886184692,0,0
24,4,0.27341620692624635,0.27136513528602674,0.33944617308812336,0.33821123271836545,0.7399791479110718,0.7399791479110718,0.6378918886184692,0.6366003751754761,0,0
25,5,0.27136513528602674,0.26581557847146936,0.33821123271836545,0.33346229776813074,0.7399791479110718,0.7399791479110718,0.6366003751754761,0.6413924098014832,0,0
26,5,0.26581557847146936,0.2606455265879406,0.33346229776813074,0.3285352641167067,0.7399791479110718,0.7399791479110718,0.6413924098014832,0.6425235867500305,0,0
27,5,0.2606455265879406,0.2548767898228846,0.3285352641167067,0.32279308919226946,0.7399791479110718,0.7399791479110718,0.6425235867500305,0.6411104202270508,0,0
28,5,0.2548767898228846,0.2477143378146495,0.32279308919226946,0.31558184123741256,0.7399791479110718,0.7399791479110718,0.6411104202270508,0.6406073570251465,0,0
29,5,0.2477143378146495,0.24056544326245413,0.31558184123741256,0.30834066121944226,0.7399791479110718,0.7399791479110718,0.6406073570251465,0.6394281387329102,0,0
30,5,0.24056544326245413,0.23402781147686533,0.30834066121944226,0.30197479393044163,0.7399791479110718,0.7399791479110718,0.6394281387329102,0.6387202739715576,0,0
31,6,0.23402781147686533,0.22478504308969868,0.30197479393044163,0.2926611981775502,0.7399791479110718,0.7399791479110718,0.6387202739715576,0.6376819014549255,0,0
32,6,0.22478504308969868,0.21625103608749413,0.2926611981775502,0.28407237726522017,0.7399791479110718,0.7399791479110718,0.6376819014549255,0.6360539197921753,0,0
33,6,0.21625103608749413,0.20754367787626482,0.28407237726522017,0.2761010999165009,0.7399791479110718,0.7399791479110718,0.6360539197921753,0.6345102190971375,0,0
34,6,0.20754367787626482,0.19873885825442053,0.2761010999165009,0.2681679589876272,0.7399791479110718,0.7399791479110718,0.6345102190971375,0.6337147355079651,0,0
35,6,0.19873885825442053,0.18815939543964555,0.2681679589876272,0.2588558396996942,0.7399791479110718,0.7399791479110718,0.6337147355079651,0.6320878267288208,0,0
36,6,0.18815939543964555,0.17793971808019932,0.2588558396996942,0.2505127789675457,0.7399791479110718,0.7399791479110718,0.6320878267288208,0.6326191425323486,0,0
37,7,0.17793971808019932,0.16284162951924702,0.2505127789675457,0.2377952269004732,0.7399791479110718,0.7399791479110718,0.6326191425323486,0.6303803324699402,0,0
38,7,0.16284162951924702,0.15325017043876668,0.2377952269004732,0.23084328630910464,0.7399791479110718,0.7399791479110718,0.6303803324699402,0.6297447085380554,0,0
39,7,0.15325017043876668,0.14381402755538378,0.23084328630910464,0.22428138167633963,0.7399791479110718,0.7399791479110718,0.6297447085380554,0.6274163126945496,0,0
40,7,0.14381402755538378,0.1365129514579324,0.22428138167633963,0.22006202516182893,0.7399791479110718,0.7399791479110718,0.6274163126945496,0.6271618008613586,0,0
41,7,0.1365129514579324,0.13102650923377462,0.22006202516182893,0.2172092863077802,0.7399791479110718,0.7399791479110718,0.6271618008613586,0.6254256963729858,0,0
42,7,0.13102650923377462,0.12692102457317397,0.2172092863077802,0.21523826012210562,0.7399791479110718,0.7399791479110718,0.6254256963729858,0.6253713369369507,0,0
43,8,0.12692102457317397,0.11996812455693273,0.21523826012210562,0.21062838352280605,0.7399791479110718,0.7399791479110718,0.6253713369369507,0.6256805658340454,0,0
44,8,0.11996812455693273,0.11707475068184549,0.21062838352280605,0.20860540157207347,0.7399791479110718,0.7399791479110718,0.6256805658340454,0.6250258684158325,0,0
45,8,0.11707475068184549,0.11600814020593365,0.20860540157207347,0.20816608850384374,0.7399791479110718,0.7399791479110718,0.6250258684158325,0.625363826751709,0,0
