action_step,prediction,pre_right_tcp_to_contact0_m,post_right_tcp_to_contact0_m,pre_right_tcp_to_cup_center_m,post_right_tcp_to_cup_center_m,pre_cup_z_m,post_cup_z_m,pre_right_gripper_cmd,post_right_gripper_cmd,pre_contact_count,post_contact_count
1,1,0.2670410668844331,0.2668935072674656,0.3272132598044505,0.3270376153632206,0.7399791479110718,0.7399791479110718,1.0,1.0,0,0
2,1,0.2668935072674656,0.26683807832065853,0.3270376153632206,0.3269722242003913,0.7399791479110718,0.7399791479110718,1.0,0.974855899810791,0,0
3,1,0.26683807832065853,0.2667800310052478,0.3269722242003913,0.3269026674040609,0.7399791479110718,0.7399791479110718,0.974855899810791,0.9459705948829651,0,0
4,2,0.2667800310052478,0.26716218881061615,0.3269026674040609,0.32735468451629096,0.7399791479110718,0.7399791479110718,0.9459705948829651,0.9196860790252686,0,0
5,2,0.26716218881061615,0.26713076561774685,0.32735468451629096,0.3273236917850427,0.7399791479110718,0.7399791479110718,0.9196860790252686,0.8911423683166504,0,0
6,2,0.26713076561774685,0.2670906030447726,0.3273236917850427,0.32726866232596835,0.7399791479110718,0.7399791479110718,0.8911423683166504,0.8601567149162292,0,0
7,3,0.2670906030447726,0.2662282391153293,0.32726866232596835,0.3261882537410337,0.7399791479110718,0.7399791479110718,0.8601567149162292,0.8307021260261536,0,0
8,3,0.2662282391153293,0.2667094886022318,0.3261882537410337,0.32680822975230034,0.7399791479110718,0.7399791479110718,0.8307021260261536,0.8008490800857544,0,0
9,3,0.2667094886022318,0.2664812686182698,0.32680822975230034,0.3265195912306641,0.7399791479110718,0.7399791479110718,0.8008490800857544,0.7713514566421509,0,0
10,4,0.2664812686182698,0.2661898366707196,0.3265195912306641,0.3261874971544438,0.7399791479110718,0.7399791479110718,0.7713514566421509,0.7436558604240417,0,0
11,4,0.2661898366707196,0.26643954561978095,0.3261874971544438,0.3265274481036623,0.7399791479110718,0.7399791479110718,0.7436558604240417,0.7149688601493835,0,0
12,4,0.26643954561978095,0.2661048102436717,0.3265274481036623,0.3261258323458242,0.7399791479110718,0.7399791479110718,0.7149688601493835,0.6852167844772339,0,0
13,5,0.2661048102436717,0.26531536296950187,0.3261258323458242,0.32511260049400154,0.7399791479110718,0.7399791479110718,0.6852167844772339,0.6525341272354126,0,0
14,5,0.26531536296950187,0.26515406690081,0.32511260049400154,0.32489504078059656,0.7399791479110718,0.7399791479110718,0.6525341272354126,0.6314952969551086,0,0
15,5,0.26515406690081,0.2657683132524628,0.32489504078059656,0.3257673156644218,0.7399791479110718,0.7399791479110718,0.6314952969551086,0.6262128353118896,0,0
16,6,0.2657683132524628,0.26726479243252754,0.3257673156644218,0.327674604884868,0.7399791479110718,0.7399791479110718,0.6262128353118896,0.630324125289917,0,0
17,6,0.26726479243252754,0.2685521948985178,0.327674604884868,0.3295252821355998,0.7399791479110718,0.7399791479110718,0.630324125289917,0.6309722661972046,0,0
18,6,0.2685521948985178,0.2706875233214078,0.3295252821355998,0.3325222307223392,0.7399791479110718,0.7399791479110718,0.6309722661972046,0.6322941780090332,0,0
19,7,0.2706875233214078,0.2732631429698855,0.3325222307223392,0.33621284431301945,0.7399791479110718,0.7399791479110718,0.6322941780090332,0.633133053779602,0,0
20,7,0.2732631429698855,0.2746592087966152,0.33621284431301945,0.3386400564702092,0.7399791479110718,0.7399791479110718,0.633133053779602,0.6350327730178833,0,0
21,7,0.2746592087966152,0.27542530224390616,0.3386400564702092,0.34034847837770726,0.7399791479110718,0.7399791479110718,0.6350327730178833,0.6349689364433289,0,0
22,8,0.27542530224390616,0.2756400131341302,0.34034847837770726,0.3414695322530554,0.7399791479110718,0.7399791479110718,0.6349689364433289,0.6386196613311768,0,0
23,8,0.2756400131341302,0.27424017205620294,0.3414695322530554,0.34084674542033,0.7399791479110718,0.7399791479110718,0.6386196613311768,0.6389207243919373,0,0
24,8,0.27424017205620294,0.2712845733373527,0.34084674542033,0.33845145680252314,0.7399791479110718,0.7399791479110718,0.6389207243919373,0.6396722793579102,0,0
25,9,0.2712845733373527,0.2674588586149487,0.33845145680252314,0.33515317419034,0.7399791479110718,0.7399791479110718,0.6396722793579102,0.6423068046569824,0,0
26,9,0.2674588586149487,0.26262662944242904,0.33515317419034,0.3306097195339244,0.7399791479110718,0.7399791479110718,0.6423068046569824,0.643053412437439,0,0
27,9,0.26262662944242904,0.2566862495930226,0.3306097195339244,0.32485398435175344,0.7399791479110718,0.7399791479110718,0.643053412437439,0.6420775651931763,0,0
28,10,0.2566862495930226,0.25093070798488365,0.32485398435175344,0.3192983524039492,0.7399791479110718,0.7399791479110718,0.6420775651931763,0.6432635188102722,0,0
29,10,0.25093070798488365,0.24330119000211453,0.3192983524039492,0.31127763379363116,0.7399791479110718,0.7399791479110718,0.6432635188102722,0.6424786448478699,0,0
30,10,0.24330119000211453,0.23593821321000746,0.31127763379363116,0.30367085292781887,0.7399791479110718,0.7399791479110718,0.6424786448478699,0.6413731575012207,0,0
31,11,0.23593821321000746,0.23184548551270032,0.30367085292781887,0.29989121838638705,0.7399791479110718,0.7399791479110718,0.6413731575012207,0.6400637030601501,0,0
32,11,0.23184548551270032,0.22377804674618001,0.29989121838638705,0.2915854491223129,0.7399791479110718,0.7399791479110718,0.6400637030601501,0.6382446885108948,0,0
33,11,0.22377804674618001,0.2155071004296852,0.2915854491223129,0.28353890680383087,0.7399791479110718,0.7399791479110718,0.6382446885108948,0.6362541913986206,0,0
34,12,0.2155071004296852,0.20969180849355104,0.28353890680383087,0.2785647926686878,0.7399791479110718,0.7399791479110718,0.6362541913986206,0.6340028047561646,0,0
35,12,0.20969180849355104,0.2003317070814624,0.2785647926686878,0.26994122165158807,0.7399791479110718,0.7399791479110718,0.6340028047561646,0.6325621008872986,0,0
36,12,0.2003317070814624,0.19057329958011432,0.26994122165158807,0.26124354655264076,0.7399791479110718,0.7399791479110718,0.6325621008872986,0.6315868496894836,0,0
37,13,0.19057329958011432,0.18185035989212614,0.26124354655264076,0.2537233371988371,0.7399791479110718,0.7399791479110718,0.6315868496894836,0.6300680041313171,0,0
38,13,0.18185035989212614,0.17125626684939219,0.2537233371988371,0.24521143401313805,0.7399791479110718,0.7399791479110718,0.6300680041313171,0.6288217306137085,0,0
39,13,0.17125626684939219,0.1606610250507088,0.24521143401313805,0.23671745642972025,0.7399791479110718,0.7399791479110718,0.6288217306137085,0.6280102729797363,0,0
40,14,0.1606610250507088,0.15079062792253375,0.23671745642972025,0.22892340633383307,0.7399791479110718,0.7399791479110718,0.6280102729797363,0.6267116069793701,0,0
41,14,0.15079062792253375,0.1419130325358826,0.22892340633383307,0.22289679650458136,0.7399791479110718,0.7399791479110718,0.6267116069793701,0.6259500980377197,0,0
42,14,0.1419130325358826,0.13526770382667952,0.22289679650458136,0.21937251283028458,0.7399791479110718,0.7399791479110718,0.6259500980377197,0.624704897403717,0,0
43,15,0.13526770382667952,0.127308271975712,0.21937251283028458,0.21377968962697164,0.7399791479110718,0.7399791479110718,0.624704897403717,0.6236338019371033,0,0
44,15,0.127308271975712,0.12189386048096609,0.21377968962697164,0.21059467847767677,0.7399791479110718,0.7399791479110718,0.6236338019371033,0.6241599321365356,0,0
45,15,0.12189386048096609,0.11920147553711823,0.21059467847767677,0.20945401905035227,0.7399791479110718,0.7399791479110718,0.6241599321365356,0.623451292514801,0,0
